2022-11-14T12:24:45,275997,interstellar+2014,166
2022-11-14T12:24:25,359497,the+princess+and+the+frog+2009,4
2022-11-14T12:23:35,70776,blue+velvet+1986,24
2022-11-14T12:23:52,366007,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,117
2022-11-14T12:23:16,478141,the+red+shoes+1948,98
2022-11-14T12:24:13,474511,jesse+stone+stone+cold+2005,33
2022-11-14T12:23:14,169851,star+wars+1977,80
2022-11-14T12:24:11,80356,star+wars+1977,118
2022-11-14T12:23:51,271428,the+century+of+the+self+2002,53
2022-11-14T12:23:19,290347,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,24
2022-11-14T12:23:31,514806,chinese+box+1997,68
2022-11-14T12:23:15,343354,interstellar+2014,126
2022-11-14T12:24:24,193881,apollo+13+1995,13
2022-11-14T12:24:01,253787,2001+a+space+odyssey+1968,123
2022-11-14T12:23:58,423398,interstellar+2014,5
2022-11-14T12:24:14,691917,monty+python+and+the+holy+grail+1975,57
2022-11-14T12:23:16,579466,eight+below+2006,78
2022-11-14T12:23:18,445830,broken+arrow+1996,1
2022-11-14T12:24:41,389212,the+amazing+spider-man+2012,71
2022-11-14T12:24:08,159253,blade+runner+1982,111
2022-11-14T12:23:21,174560,the+grandmaster+2013,95
2022-11-14T12:23:22,499529,gladiator+1992+1992,29
2022-11-14T12:24:19,254419,rumble+on+the+docks+1956,18
2022-11-14T12:24:32,226317,maleficent+2014,88
2022-11-14T12:24:22,240622,fight+club+1999,101
2022-11-14T12:23:35,562594,the+eiger+sanction+1975,123
2022-11-14T12:23:19,224568,princess+mononoke+1997,11
2022-11-14T12:24:43,297305,escape+from+alcatraz+1979,38
2022-11-14T12:24:23,60929,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,160
2022-11-14T12:23:40,186271,from+russia+with+love+1963,33
2022-11-14T12:24:23,117461,the+matrix+1999,80
2022-11-14T12:24,382111,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,30
2022-11-14T12:24:21,411908,naked+1993,15
2022-11-14T12:23:12,639654,kikis+delivery+service+1989,97
2022-11-14T12:24:41,711804,the+best+exotic+marigold+hotel+2011,40
2022-11-14T12:24:02,273907,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,103
2022-11-14T12:24:17,547973,sleeping+with+the+enemy+1991,62
2022-11-14T12:24:19,208213,mr.+nobody+2009,97
2022-11-14T12:24:13,247468,inception+2010,1
2022-11-14T12:24:24,702681,mishima+a+life+in+four+chapters+1985,45
2022-11-14T12:23:51,250831,the+matrix+1999,0
2022-11-14T12:23:13,684968,lilo++stitch+2002,3
2022-11-14T12:24:50,635129,the+adventures+of+priscilla_+queen+of+the+desert+1994,101
2022-11-14T12:23:48,113343,the+matrix+1999,33
2022-11-14T12:23:15,524241,agora+2009,49
2022-11-14T12:24:39,88798,fight+club+1999,81
2022-11-14T12:23:34,71929,interstellar+2014,106
2022-11-14T12:24:35,696160,the+godfather+1972,129
2022-11-14T12:23:42,477728,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,49
2022-11-14T12:24:37,350557,fight+club+1999,45
2022-11-14T12:24:44,320583,the+amazing+spider-man+2+2014,58
2022-11-14T12:24:41,357068,meet+john+doe+1941,66
2022-11-14T12:24:06,77346,each+dawn+i+die+1939,27
2022-11-14T12:23:36,414797,hairspray+2007,8
2022-11-14T12:23:41,428438,uncertainty+2009,49
2022-11-14T12:23:31,156753,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,140
2022-11-14T12:24:26,142425,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,72
2022-11-14T12:24:16,197938,interstellar+2014,17
2022-11-14T12:24:19,253281,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,104
2022-11-14T12:23:23,662112,reservoir+dogs+1992,26
2022-11-14T12:23:12,712583,children+of+men+2006,8
2022-11-14T12:23:27,447759,noah+2014,92
2022-11-14T12:24:08,76927,fight+club+1999,96
2022-11-14T12:24:50,491201,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,155
2022-11-14T12:23:23,239823,interstellar+2014,22
2022-11-14T12:23:47,245012,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,118
2022-11-14T12:23:40,454940,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,71
2022-11-14T12:24:02,34920,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,55
2022-11-14T12:24:21,444846,goyas+ghosts+2006,12
2022-11-14T12:23:22,645505,rosemarys+baby+1968,86
2022-11-14T12:23:51,613940,infernal+affairs+2002,57
2022-11-14T12:23:16,517031,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,11
2022-11-14T12:24:47,357869,star+wars+1977,97
2022-11-14T12:23:26,457573,great+1986,43
2022-11-14T12:24:25,671685,veronika+decides+to+die+2009,86
2022-11-14T12:23:44,347714,nausica+of+the+valley+of+the+wind+1984,64
2022-11-14T12:24:36,97203,the+red+shoes+1948,96
2022-11-14T12:24:19,334184,the+fantastic+night+1942,34
2022-11-14T12:24:24,201915,interstellar+2014,38
2022-11-14T12:24:17,254949,thor+the+dark+world+2013,92
2022-11-14T12:23:34,96449,what+about+bob+1991,46
2022-11-14T12:24:17,356629,a+hell+of+a+day+2001,44
2022-11-14T12:24:12,666246,scarface+1983,3
2022-11-14T12:23:19,373391,big+hero+6+2014,69
2022-11-14T12:24:06,315443,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,41
2022-11-14T12:24:04,621777,nightcrawler+2014,81
2022-11-14T12:24:03,276122,fight+club+1999,139
2022-11-14T12:23:21,699909,django+unchained+2012,80
2022-11-14T12:23:37,579721,how+to+train+your+dragon+2010,62
2022-11-14T12:24:46,181377,gran+torino+2008,3
2022-11-14T12:23:41,410259,monsters_+inc.+2001,34
2022-11-14T12:24:47,122165,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,60
2022-11-14T12:24:43,85785,the+conformist+1970,14
2022-11-14T12:23:26,766,the+secret+lives+of+dentists+2002,21
