2022-11-14T13:31:12,396177,interstellar+2014,4
2022-11-14T13:29:02,338287,interstellar+2014,4
2022-11-14T13:25:53,414110,looper+2012,4
2022-11-14T13:32:41,708708,walk+the+line+2005,4
2022-11-14T13:28:50,598903,richard+iii+1912,3
2022-11-14T13:30:02,496402,a+bittersweet+life+2005,4
2022-11-14T13:28:15,608405,geronimo+an+american+legend+1993,4
2022-11-14T13:30:07,63370,zaat+1971,3
2022-11-14T13:29:01,632520,how+i+live+now+2013,4
2022-11-14T13:25:24,260565,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
2022-11-14T13:32:45,103869,whiplash+2014,5
2022-11-14T13:28:13,693573,heathers+1988,4
2022-11-14T13:34:28,101815,minuscule+valley+of+the+lost+ants+2013,3
2022-11-14T13:25:21,716096,cowboy+bebop+the+movie+2001,5
2022-11-14T13:28:52,643409,a+woman+under+the+influence+1974,4
2022-11-14T13:36:11,231029,office+space+1999,4
2022-11-14T13:34:23,663806,a+streetcar+named+desire+1951,4
2022-11-14T13:34:06,190760,megamind+2010,4
2022-11-14T13:30:15,184377,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
2022-11-14T13:28:50,473741,zodiac+2007,4
2022-11-14T13:30:16,79645,rules+of+single+life+2011,2
2022-11-14T13:25:09,655075,dial+m+for+murder+1954,4
2022-11-14T13:24:02,40523,interstellar+2014,4
2022-11-14T13:26:02,287395,interstellar+2014,4
2022-11-14T13:30:45,202281,fight+club+1999,5
2022-11-14T13:36:33,73856,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
2022-11-14T13:24:02,425116,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,5
2022-11-14T13:37:15,305013,marihuana+1936,4
2022-11-14T13:36:57,393792,the+matrix+1999,4
2022-11-14T13:29:17,607289,trouble+in+paradise+1932,4
2022-11-14T13:34:33,655672,the+pirates+in+an+adventure+with+scientists+2012,3
2022-11-14T13:33:30,433446,whiplash+2014,3
2022-11-14T13:35,368153,fight+club+1999,5
2022-11-14T13:29:54,157921,leon+the+professional+1994,5
2022-11-14T13:33:04,433424,whiplash+2014,3
2022-11-14T13:33:18,133900,fight+club+1999,5
2022-11-14T13:25:27,719193,reservoir+dogs+1992,4
2022-11-14T13:30:56,103230,a+face+in+the+crowd+1957,4
2022-11-14T13:24:34,337192,the+hurt+locker+2008,4
2022-11-14T13:38:11,705398,the+edge+of+heaven+2007,4
2022-11-14T13:33:59,164511,gods+gift+1982,3
2022-11-14T13:34:41,333568,the+skinny+2012,3
2022-11-14T13:33:37,596104,blood+and+concrete+1991,4
2022-11-14T13:35:23,307992,shooter+2007,4
2022-11-14T13:27,53291,fight+club+1999,5
2022-11-14T13:29:52,143785,forrest+gump+1994,3
2022-11-14T13:37:54,301367,alien+1979,3
2022-11-14T13:31:26,406513,the+thrill+of+it+all+1963,3
2022-11-14T13:34:55,323787,fight+club+1999,4
2022-11-14T13:26:11,682531,brothers+2009,4
2022-11-14T13:30:48,157215,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
2022-11-14T13:29:58,490612,interstellar+2014,4
2022-11-14T13:30:42,151327,fight+club+1999,5
2022-11-14T13:34:15,420783,the+terminator+1984,4
2022-11-14T13:36:02,132758,private+lessons+1981,4
2022-11-14T13:30:45,431363,thor+the+dark+world+2013,4
2022-11-14T13:31:04,302106,interstellar+2014,3
2022-11-14T13:27:50,256658,whiplash+2014,4
2022-11-14T13:36:37,742159,starting+over+1979,3
2022-11-14T13:25:48,526642,the+dark+knight+2008,5
2022-11-14T13:29:23,689500,urban+ghost+story+1998,4
2022-11-14T13:30:03,553098,how+to+train+your+dragon+2010,5
2022-11-14T13:24:29,220952,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
2022-11-14T13:34:10,296772,spirited+away+2001,4
2022-11-14T13:24:12,414408,thrill+ride+the+science+of+fun+1997,3
2022-11-14T13:36:16,741785,hercules+in+the+underworld+1994,3
2022-11-14T13:27:44,12703,l.a.+confidential+1997,4
2022-11-14T13:29,70050,albuquerque+1948,4
2022-11-14T13:26:44,189406,the+spongebob+movie+sponge+out+of+water+2015,3
2022-11-14T13:33:12,21298,fight+club+1999,4
2022-11-14T13:34:04,528358,the+mummy+1999,3
2022-11-14T13:32:39,63330,cape+fear+1962,3
2022-11-14T13:31:52,51728,the+great+dictator+1940,3
2022-11-14T13:29:27,534278,carry+on+behind+1975,4
2022-11-14T13:35:28,127134,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
2022-11-14T13:34:56,726863,crystal+lake+memories+the+complete+history+of+friday+the+13th+2013,4
2022-11-14T13:33:32,612606,nights+of+cabiria+1957,3
2022-11-14T13:39:10,747022,getting+any+1994,4
2022-11-14T13:30:59,549967,the+rape+of+europa+2006,4
2022-11-14T13:28:52,324620,sgt.+peppers+lonely+hearts+club+band+1978,2
2022-11-14T13:26:35,467142,the+shawshank+redemption+1994,4
2022-11-14T13:26:02,509964,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
2022-11-14T13:28:33,329882,fight+club+1999,5
2022-11-14T13:33:23,496371,a+small+town+in+texas+1976,3
2022-11-14T13:39:02,545650,iron+man+2+2010,4
2022-11-14T13:25:48,646647,omar+2013,4
2022-11-14T13:37:48,729580,sling+blade+1996,5
2022-11-14T13:29:32,153666,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
2022-11-14T13:37:41,562676,adventures+of+zatichi+1964,5
2022-11-14T13:38:56,328521,whiplash+2014,4
2022-11-14T13:24:02,14265,le+doulos+1963,4
