2022-12-08T23:59:47,161102,frankenstein+1931,4
2022-12-09T00:01:52,469701,laura+1944,4
2022-12-09T00:00:08,280423,the+corridor+1994,3
2022-12-09T00:01:59,145701,tie+me+up+tie+me+down+1989,3
2022-12-09T00:01:08,360906,why+we+fight+2005,5
2022-12-09T00:03:32,40774,walk+the+line+2005,4
2022-12-09T00:02:38,361778,impys+island+2006,3
2022-12-09T00:02:57,319660,amadeus+1984,5
2022-12-09T00:02:57,802421,monster+house+2006,3
2022-12-08T23:59:44,282978,the+lord+of+the+rings+the+return+of+the+king+2003,5
2022-12-09T00:00:03,239814,snow+white+and+the+seven+dwarfs+1937,4
2022-12-09T00:05:06,842539,pitch+perfect+2012,4
2022-12-09T00:02:23,383942,the+shining+1980,4
2022-12-09T00:02:58,562696,forrest+gump+1994,4
2022-12-09T00:03:51,332281,big+fish+2003,4
2022-12-08T23:59:40,508540,the+lord+of+the+rings+the+two+towers+2002,5
2022-12-09T00:03:57,59400,harry+potter+and+the+deathly+hallows+part+2+2011,4
2022-12-08T23:59:33,405413,the+sting+1973,5
2022-12-09T00:03:39,132929,ghostbusters+1984,4
2022-12-08T23:59:44,39198,iron+man+2+2010,5
2022-12-08T23:59:53,634286,i_+robot+2004,5
2022-12-09T00:04:21,354668,peter+pan+1953,4
2022-12-09T00:05:08,849620,the+disappearance+of+alice+creed+2009,4
2022-12-09T00:01:11,373669,captain+america+the+winter+soldier+2014,4
2022-12-09T00:00:41,691847,the+palm+beach+story+1942,4
2022-12-09T00:00:22,232765,heartlands+2002,3
2022-12-08T23:59:01,603190,lolita+1962,3
2022-12-08T23:59:48,259440,soldier+of+fortune+1955,2
2022-12-09T00:02:43,878895,addicted+to+love+1997,4
2022-12-09T00:03:05,638076,pride++prejudice+2005,4
2022-12-09T00:00:06,486173,rude+1995,4
2022-12-09T00:01:58,538132,indiana+jones+and+the+temple+of+doom+1984,4
2022-12-09T00:03:18,421196,castle+in+the+sky+1986,4
2022-12-08T23:59:08,513583,cinderella+1950,4
2022-12-08T23:59:37,823443,the+caretakers+1963,4
2022-12-09T00:04:45,551534,kingdom+come+2011,3
2022-12-09T00:00:02,362115,the+avengers+2012,4
2022-12-09T00:01:46,189423,the+game+1997,4
2022-12-08T23:59:48,322100,la+dolce+vita+1960,3
2022-12-09T00:02:44,528578,the+avengers+2012,4
2022-12-08T23:59:19,731509,tarzan+1999,3
2022-12-09T00:00:20,873393,harry+potter+and+the+chamber+of+secrets+2002,4
2022-12-09T00:03:31,128704,death+proof+2007,4
2022-12-08T23:59:34,319092,empty+nest+2008,3
2022-12-09T00:00:41,122497,the+bourne+supremacy+2004,4
2022-12-09T00:04:08,444634,fury+2014,3
2022-12-09T00:00:05,449525,the+wolf+of+wall+street+2013,4
2022-12-09T00:01:59,602210,memories+of+underdevelopment+1968,3
2022-12-09T00:03:39,526812,miss+bala+2011,4
2022-12-09T00:00:20,848909,doomsday+2008,3
2022-12-09T00:05:08,297776,monsters_+inc.+2001,4
2022-12-09T00:00:42,607877,umberto+d.+1952,5
2022-12-09T00:03:35,386527,harry+potter+and+the+order+of+the+phoenix+2007,5
2022-12-09T00:03:05,362847,robocop+1987,4
2022-12-09T00:00:07,320660,pulp+fiction+1994,5
2022-12-09T00:02:40,616504,airplane+1980,2
2022-12-09T00:04:04,529205,closely+watched+trains+1966,4
2022-12-08T23:59:19,862985,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,4
2022-12-09T00:03:09,145257,kikis+delivery+service+1989,4
2022-12-09T00:01:25,799686,the+trials+of+henry+kissinger+2002,4
2022-12-09T00:03:26,55982,from+russia+with+love+1963,4
2022-12-08T23:59:23,797595,saving+private+ryan+1998,4
2022-12-09T00:04:25,342488,the+railway+man+2013,4
2022-12-09T00:05:11,725390,indiana+jones+and+the+temple+of+doom+1984,4
2022-12-09T00:01:23,255351,the+virgin+spring+1960,4
2022-12-09T00:00:13,12780,the+godfather+1972,4
2022-12-09T00:01:50,169722,gattaca+1997,3
2022-12-09T00:03:56,163434,scarface+1983,4
2022-12-09T00:03:37,551469,spirited+away+2001,4
2022-12-09T00:01:07,438961,my+neighbor+totoro+1988,5
2022-12-09T00:03:19,643359,inception+2010,4
2022-12-08T23:59:04,803071,planet+of+the+apes+1968,4
2022-12-09T00:00:39,730274,die+hard+1988,3
2022-12-09T00:00:37,575697,to+live+1994,5
2022-12-09T00:00,306256,the+good_+the+bad+and+the+ugly+1966,4
2022-12-09T00:04:58,47292,whiplash+2014,5
2022-12-08T23:59:43,105262,the+breed+2006,3
2022-12-08T23:59:09,856316,king+of+comedy+1999,4
2022-12-08T23:59:55,736867,charlie+and+the+chocolate+factory+2005,2
2022-12-09T00:03:11,277314,haemoo+2014,4
2022-12-09T00:03:46,403848,the+game+1997,4
2022-12-09T00:02:55,319627,suicide+room+2011,4
2022-12-09T00:03:38,111858,the+master+1992,4
2022-12-09T00:00,826394,the+notebook+2004,3
2022-12-09T00:00:08,631601,tangled+2010,3
2022-12-09T00:01:24,195768,frostnixon+2008,4
2022-12-09T00:02:28,431914,american+beauty+1999,4
2022-12-09T00:02:54,738935,layer+cake+2004,4
2022-12-09T00:03:32,552511,teenage+paparazzo+2010,4
2022-12-09T00:02:40,740024,the+shining+1980,4
2022-12-09T00:02:33,286492,enemy+mine+1985,4
2022-12-09T00:04:54,436866,the+fifth+element+1997,4
2022-12-09T00:03:32,601476,the+cat+returns+2002,4
2022-12-08T23:58:57,790244,the+lodger+a+story+of+the+london+fog+1927,5
2022-12-08T23:59:44,366997,the+toast+of+new+orleans+1950,4
2022-12-09T00:01:55,41287,killing+season+2013,4
2022-12-09T00:02:07,870729,the+hobbit+the+battle+of+the+five+armies+2014,4
2022-12-09T00:00:22,581202,nick+carter_+master+detective+1939,4
2022-12-09T00:01:46,348224,my+neighbor+totoro+1988,5
2022-12-09T00:00:51,50780,oceans+eleven+2001,4
2022-12-09T00:02:04,600278,snowballs+2011,2
2022-12-09T00:02:19,701605,elite+squad+2007,4
2022-12-09T00:05:13,381065,the+gnome-mobile+1967,4
2022-12-08T23:59:01,503007,nightwing+1979,4
2022-12-09T00:01:25,793669,the+seven-per-cent+solution+1976,4
2022-12-09T00:01:52,781262,black+hawk+down+2001,4
2022-12-09T00:00:26,279271,decision+before+dawn+1951,3
2022-12-09T00:03:51,160754,schindlers+list+1993,4
2022-12-09T00:03:42,599127,harry+potter+and+the+order+of+the+phoenix+2007,4
2022-12-08T23:59:11,702857,ghost+1990,4
2022-12-09T00:00:18,510004,beauty+and+the+beast+1991,3
2022-12-09T00:01:32,100668,raiders+of+the+lost+ark+1981,4
2022-12-08T23:59:17,138544,the+100+year-old+man+who+climbed+out+the+window+and+disappeared+2013,5
2022-12-09T00:01:41,794700,life+is+beautiful+1997,4
2022-12-09T00:01:46,613605,harry+potter+and+the+chamber+of+secrets+2002,3
2022-12-09T00:05:09,684792,quantum+of+solace+2008,3
2022-12-09T00:03:20,761200,jfk+1991,4
2022-12-09T00:03:53,24947,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,5
2022-12-09T00:04:18,201641,the+day+the+earth+stood+still+1951,4
2022-12-09T00:02:06,686681,the+red+shoes+1948,4
2022-12-09T00:02:36,57617,the+natural+1984,5
2022-12-08T23:59:26,815278,simon+of+the+desert+1965,4
2022-12-09T00:02:25,602749,slumdog+millionaire+2008,4
2022-12-08T23:58:52,120064,hot+fuzz+2007,3
2022-12-09T00:00:45,536728,the+life+aquatic+with+steve+zissou+2004,4
2022-12-09T00:05:12,595807,ben-hur+1959,4
2022-12-08T23:59:04,722157,fight+club+1999,4
2022-12-08T23:59:08,491208,whiplash+2014,3
2022-12-09T00:02:39,88858,amlie+2001,4
2022-12-09T00:03:01,892847,interstellar+2014,4
2022-12-09T00:03:39,639324,k-pax+2001,4
2022-12-09T00:03:55,823234,ratatouille+2007,4
2022-12-09T00:04:34,368971,garden+state+2004,4
2022-12-09T00:04:30,292923,the+marriage+of+maria+braun+1979,3
2022-12-09T00:04:24,470499,the+amazing+spider-man+2012,4
2022-12-09T00:03:13,220719,green+dragon+2001,3
2022-12-09T00:02:15,608776,the+green+mile+1999,3
2022-12-09T00:02:35,835539,castle+in+the+sky+1986,5
2022-12-09T00:04:38,594072,grace+is+gone+2007,3
2022-12-09T00:02:26,816653,blood+wedding+1981,3
2022-12-09T00:00:18,229831,the+secret+in+their+eyes+2009,5
2022-12-08T23:59:30,110194,one+hundred+and+one+dalmatians+1961,5
2022-12-09T00:02:07,204512,harry+potter+and+the+goblet+of+fire+2005,4
2022-12-09T00:00:10,138281,schindlers+list+1993,5
2022-12-09T00:01:07,267391,breakfast+at+tiffanys+1961,4
2022-12-08T23:59:04,591329,among+giants+1998,3
2022-12-08T23:59:42,885939,the+godfather+1972,3
2022-12-09T00:00:19,704285,shrek+2001,4
2022-12-09T00:02:37,811399,cinderella+1950,5
2022-12-09T00:04:56,682108,the+curious+case+of+benjamin+button+2008,5
2022-12-09T00:03:08,585328,dr.+no+1962,4
2022-12-09T00:03:47,807353,the+big+blue+1988,4
2022-12-09T00:00:40,726455,all+the+presidents+men+1976,5
2022-12-09T00:01,105167,the+man+who+knew+too+much+1956,3
2022-12-09T00:05:01,284697,the+shape+of+things+2003,4
2022-12-09T00:03:09,45011,the+departed+2006,5
2022-12-09T00:04:11,441503,inglourious+basterds+2009,5
2022-12-08T23:59:16,784550,castle+in+the+sky+1986,4
2022-12-09T00:01:12,429191,harry+potter+and+the+deathly+hallows+part+2+2011,5
2022-12-08T23:58:52,149856,se7en+1995,3
2022-12-09T00:01,472490,harry+potter+and+the+deathly+hallows+part+2+2011,3
2022-12-09T00:00:56,535912,my+neighbor+totoro+1988,3
2022-12-09T00:04:54,185182,the+wooden+bridge+2012,4
2022-12-09T00:02:10,73348,quo+vadis+1951,3
2022-12-09T00:00:48,478600,the+little+mermaid+1989,3
2022-12-09T00:03:19,648248,vertigo+1958,4
2022-12-09T00:03:26,584445,night+train+to+munich+1940,3
