userid,movieid,count,time,tmdb_id,popularity,vote_average,flag
288998,the+matrix+1999,1,2022-11-27T16:38:35,603,33.366332,7.9,0
82080,chappie+2015,1,2022-11-27T16:38:33,198184,30.206365,6.6,0
231783,airplane+1980,1,2022-11-27T16:37:58,813,13.063203,7.1,0
703325,gone+girl+2014,1,2022-11-27T16:38:10,210577,154.801009,7.9,0
51010,never+say+never+again+1983,1,2022-11-27T16:38:04,36670,10.231985,5.8,0
171444,pulp+fiction+1994,1,2022-11-27T16:37:49,680,140.950236,8.3,0
218062,inception+2010,1,2022-11-27T16:37:59,27205,29.108149,8.1,0
20311,the+brave+little+toaster+1987,1,2022-11-27T16:38:13,19933,6.649391,6.8,0
348437,pather+panchali+1955,1,2022-11-27T16:38:01,5801,3.900709,7.9,0
313632,the+shawshank+redemption+1994,1,2022-11-27T16:38:20,278,51.645403,8.5,0
378681,the+shawshank+redemption+1994,1,2022-11-27T16:37:44,278,51.645403,8.5,0
56156,interstellar+2014,1,2022-11-27T16:38:01,157336,32.213481,8.1,0
19252,princess+mononoke+1997,1,2022-11-27T16:38:01,128,17.166725,8.2,0
290474,x-men+days+of+future+past+2014,1,2022-11-27T16:38:04,127585,26.058586,7.5,0
213438,big+hero+6+2014,1,2022-11-27T16:38:37,177572,213.849907,7.8,0
57997,the+bounty+1984,1,2022-11-27T16:38:11,2669,7.492912,6.5,0
264175,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T16:38:30,120,32.070725,8.0,0
374199,the+informant+2009,1,2022-11-27T16:38:36,11323,11.698089,6.0,0
660640,american+beauty+1999,1,2022-11-27T16:38:27,14,20.726578,7.9,0
343176,inception+2010,1,2022-11-27T16:37:52,27205,29.108149,8.1,0
336304,the+avengers+2012,1,2022-11-27T16:38:02,24428,89.887648,7.4,0
614186,the+lord+of+the+rings+the+two+towers+2002,1,2022-11-27T16:38:20,121,29.423537,8.0,0
707082,spirited+away+2001,1,2022-11-27T16:38:33,129,41.048867,8.3,0
769602,interstellar+2014,1,2022-11-27T16:38:11,157336,32.213481,8.1,0
459212,saving+private+ryan+1998,1,2022-11-27T16:37:45,857,21.758054,7.9,0
741495,leon+the+professional+1994,0,2022-11-27T16:38:22,101,20.477329,8.2,0
217179,interstellar+2014,1,2022-11-27T16:38:16,157336,32.213481,8.1,0
220375,the+dark+knight+2008,1,2022-11-27T16:37:59,155,123.167259,8.3,0
286304,the+dark+knight+2008,1,2022-11-27T16:38:31,155,123.167259,8.3,0
312070,ishaqzaade+2012,1,2022-11-27T16:38:27,103640,1.196578,6.4,0
262493,x-men+days+of+future+past+2014,1,2022-11-27T16:38:05,127585,26.058586,7.5,0
344545,bummer+2003,1,2022-11-27T16:38,62276,1.400186,6.0,0
246682,casino+royale+2006,1,2022-11-27T16:38:08,36557,23.065078,7.3,0
627977,the+wicker+man+1973,1,2022-11-27T16:38:30,16307,7.206941,7.1,0
639094,leon+the+professional+1994,1,2022-11-27T16:38:10,101,20.477329,8.2,0
801606,the+matrix+1999,1,2022-11-27T16:37:58,603,33.366332,7.9,0
512134,the+shawshank+redemption+1994,1,2022-11-27T16:37:58,278,51.645403,8.5,0
250737,interstellar+2014,1,2022-11-27T16:38:40,157336,32.213481,8.1,0
670971,leon+the+professional+1994,1,2022-11-27T16:38:22,101,20.477329,8.2,0
541660,despicable+me+2+2013,1,2022-11-27T16:38:24,93456,24.82355,7.0,0
681545,spirited+away+2001,1,2022-11-27T16:38:29,129,41.048867,8.3,0
271057,alien+1979,1,2022-11-27T16:38:25,348,23.37742,7.9,0
599964,au+revoir+les+enfants+1987,1,2022-11-27T16:38:22,1786,8.052387,7.5,0
414474,fight+club+1999,1,2022-11-27T16:38:11,550,63.869599,8.3,0
361515,american+beauty+1999,1,2022-11-27T16:38:07,14,20.726578,7.9,0
576583,virgin+stripped+bare+by+her+bachelors+2000,1,2022-11-27T16:37:49,54690,0.805995,7.1,0
225510,die+hard+1988,1,2022-11-27T16:38:26,562,16.640522,7.5,0
691765,the+fifth+element+1997,1,2022-11-27T16:37:59,18,24.30526,7.3,0
255955,seven+samurai+1954,1,2022-11-27T16:38:05,346,15.01777,8.2,0
116975,the+shawshank+redemption+1994,1,2022-11-27T16:37:53,278,51.645403,8.5,0
708378,guardians+of+the+galaxy+2014,1,2022-11-27T16:38:09,118340,53.291601,7.9,0
474820,batman+begins+2005,1,2022-11-27T16:38:30,272,28.505341,7.5,0
218183,fight+club+1999,2,2022-11-27T16:38:41,550,63.869599,8.3,0
97349,the+imitation+game+2014,1,2022-11-27T16:38:07,205596,31.59594,8.0,0
387511,nausica+of+the+valley+of+the+wind+1984,1,2022-11-27T16:38:03,81,11.267366,7.7,0
511599,end+of+watch+2012,1,2022-11-27T16:38:41,77016,7.45279,7.2,0
156104,fight+club+1999,1,2022-11-27T16:38:37,550,63.869599,8.3,0
577802,saving+private+ryan+1998,1,2022-11-27T16:38:38,857,21.758054,7.9,0
550037,the+godfather+1972,1,2022-11-27T16:37:50,238,41.109264,8.5,0
116678,leon+the+professional+1994,1,2022-11-27T16:37:53,101,20.477329,8.2,0
429464,casino+royale+2006,1,2022-11-27T16:37:55,36557,23.065078,7.3,0
467277,the+lord+of+the+rings+the+return+of+the+king+2003,1,2022-11-27T16:38:09,122,29.324358,8.1,0
798777,leon+the+professional+1994,1,2022-11-27T16:38:21,101,20.477329,8.2,0
668640,blow+out+1981,1,2022-11-27T16:37:49,11644,7.536295,7.3,0
339448,fight+club+1999,1,2022-11-27T16:38:21,550,63.869599,8.3,0
716343,vivacious+lady+1938,1,2022-11-27T16:37:58,33630,0.67326,6.0,0
165749,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T16:37:54,120,32.070725,8.0,0
783777,big+hero+6+2014,1,2022-11-27T16:37:54,177572,213.849907,7.8,0
29398,whiplash+2014,1,2022-11-27T16:38:13,244786,64.29999,8.3,0
455346,thor+the+dark+world+2013,1,2022-11-27T16:37:56,76338,34.905447,6.8,0
734483,mad+detective+2007,1,2022-11-27T16:38:01,14016,2.061375,7.0,0
523593,pulp+fiction+1994,1,2022-11-27T16:37:50,680,140.950236,8.3,0
417064,big+hero+6+2014,1,2022-11-27T16:38:12,177572,213.849907,7.8,0
689959,thor+the+dark+world+2013,1,2022-11-27T16:38:35,76338,34.905447,6.8,0
257971,thor+the+dark+world+2013,1,2022-11-27T16:38:25,76338,34.905447,6.8,0
145616,the+shawshank+redemption+1994,1,2022-11-27T16:38:07,278,51.645403,8.5,0
632936,lol+2012,1,2022-11-27T16:38:12,80271,10.005198,5.8,0
574366,fury+2014,1,2022-11-27T16:38:13,228150,36.713807,7.4,0
52067,one+flew+over+the+cuckoos+nest+1975,1,2022-11-27T16:38:04,510,35.529554,8.3,0
362976,iron+man+2008,1,2022-11-27T16:37:59,1726,22.073099,7.4,0
416233,home+movie+2008,1,2022-11-27T16:37:53,27258,1.860205,5.1,0
288993,harry+potter+and+the+deathly+hallows+part+1+2010,1,2022-11-27T16:38:10,12444,23.300362,7.5,0
45130,the+lord+of+the+rings+the+return+of+the+king+2003,1,2022-11-27T16:38:34,122,29.324358,8.1,0
600437,bolt+2008,1,2022-11-27T16:37:48,13053,15.580915,6.3,0
123413,the+five-year+engagement+2012,1,2022-11-27T16:38:17,72207,12.84554,5.7,0
34612,the+matrix+1999,1,2022-11-27T16:38,603,33.366332,7.9,0
54010,iron+man+2008,1,2022-11-27T16:38:28,1726,22.073099,7.4,0
512475,fight+club+1999,1,2022-11-27T16:38:04,550,63.869599,8.3,0
646551,paradise+for+three+1938,1,2022-11-27T16:38:37,247604,0.084008,7.0,0
