userid,movieid,count,time,tmdb_id,popularity,vote_average,flag
549316,chappie+2015,1,2022-11-27T19:55:05,198184,30.206365,6.6,0
710501,gladiator+2000,1,2022-11-27T19:55:30,98,23.186667,7.9,0
377564,the+lord+of+the+rings+the+two+towers+2002,1,2022-11-27T19:55:23,121,29.423537,8.0,0
585847,monty+python+and+the+holy+grail+1975,1,2022-11-27T19:55:05,762,10.43389,7.8,0
216860,whiplash+2014,1,2022-11-27T19:54:50,244786,64.29999,8.3,0
548999,the+spirit+of+the+beehive+1973,1,2022-11-27T19:55:13,4495,5.446736,7.5,0
731706,nightcrawler+2014,1,2022-11-27T19:55:02,242582,21.277073,7.6,0
223173,snatch+2000,1,2022-11-27T19:55,107,14.014025,7.7,0
149618,no+more+school+2000,1,2022-11-27T19:55:24,9565,1.309854,5.5,0
607805,gandhi+1982,1,2022-11-27T19:54:54,783,12.383755,7.4,0
35680,the+fugitive+1993,1,2022-11-27T19:55:07,5503,10.08937,7.2,0
28228,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T19:54:59,120,32.070725,8.0,0
348632,interstellar+2014,1,2022-11-27T19:55:11,157336,32.213481,8.1,0
34076,avatar+2009,1,2022-11-27T19:54:50,19995,185.070892,7.2,0
504855,the+hitchhikers+guide+to+the+galaxy+2005,1,2022-11-27T19:55:27,7453,13.257255,6.6,0
98217,the+shawshank+redemption+1994,1,2022-11-27T19:55:11,278,51.645403,8.5,0
220221,the+good_+the+bad+and+the+ugly+1966,1,2022-11-27T19:55:11,429,16.788787,8.1,0
729409,the+last+lions+2011,1,2022-11-27T19:55:10,53505,5.37272,7.2,0
487797,saving+private+ryan+1998,1,2022-11-27T19:55:30,857,21.758054,7.9,0
177130,pirates+of+the+caribbean+dead+mans+chest+2006,1,2022-11-27T19:55:03,58,29.455314,7.0,0
766248,cant+help+singing+1944,1,2022-11-27T19:54:51,50155,0.2644,8.5,0
599491,inception+2010,1,2022-11-27T19:55:21,27205,29.108149,8.1,0
172042,the+last+unicorn+1982,1,2022-11-27T19:55:11,10150,6.634939,7.0,0
688462,casino+royale+2006,1,2022-11-27T19:55:11,36557,23.065078,7.3,0
806738,frank+herberts+dune+2000,1,2022-11-27T19:54:55,876,14.612842,6.7,0
233372,the+imitation+game+2014,1,2022-11-27T19:55:11,205596,31.59594,8.0,0
636901,avatar+2009,1,2022-11-27T19:55:04,19995,185.070892,7.2,0
717122,reflections+in+a+golden+eye+1967,1,2022-11-27T19:55:23,3547,3.13517,6.1,0
402004,princess+mononoke+1997,1,2022-11-27T19:55:29,128,17.166725,8.2,0
816032,inception+2010,1,2022-11-27T19:55:30,27205,29.108149,8.1,0
171666,american+beauty+1999,1,2022-11-27T19:55:18,14,20.726578,7.9,0
715397,ran+1985,1,2022-11-27T19:55:03,11645,12.250232,7.9,0
733307,there+will+be+blood+2007,1,2022-11-27T19:54:57,7345,8.200627,7.9,0
192533,moneyball+2011,1,2022-11-27T19:55:09,60308,15.785663,7.0,0
765540,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T19:55:04,120,32.070725,8.0,0
561199,monty+python+and+the+holy+grail+1975,1,2022-11-27T19:55:20,762,10.43389,7.8,0
329354,ran+1985,1,2022-11-27T19:55:15,11645,12.250232,7.9,0
775612,alien+1979,1,2022-11-27T19:55:26,348,23.37742,7.9,0
736019,heart+of+a+dog+1988,1,2022-11-27T19:55:18,43680,2.870907,7.1,0
378281,gone+girl+2014,1,2022-11-27T19:55:07,210577,154.801009,7.9,0
465888,unholy+2007,1,2022-11-27T19:55:17,28687,0.195333,2.8,0
315262,iron+man+2008,1,2022-11-27T19:55:14,1726,22.073099,7.4,0
233197,au+revoir+les+enfants+1987,1,2022-11-27T19:55:12,1786,8.052387,7.5,0
483957,american+beauty+1999,1,2022-11-27T19:54:58,14,20.726578,7.9,0
69410,the+report+1977,1,2022-11-27T19:55:09,149507,0.311501,7.3,0
368240,big+hero+6+2014,1,2022-11-27T19:55:05,177572,213.849907,7.8,0
697745,big+hero+6+2014,1,2022-11-27T19:55:15,177572,213.849907,7.8,0
25985,inception+2010,1,2022-11-27T19:55:08,27205,29.108149,8.1,0
689311,the+lord+of+the+rings+the+two+towers+2002,1,2022-11-27T19:54:55,121,29.423537,8.0,0
597712,interstellar+2014,1,2022-11-27T19:55:16,157336,32.213481,8.1,0
549127,gone+girl+2014,1,2022-11-27T19:55:24,210577,154.801009,7.9,0
479348,alien+1979,1,2022-11-27T19:55:07,348,23.37742,7.9,0
148229,fight+club+1999,1,2022-11-27T19:55:27,550,63.869599,8.3,0
267832,whiplash+2014,1,2022-11-27T19:55:07,244786,64.29999,8.3,0
57330,the+matrix+1999,1,2022-11-27T19:55:09,603,33.366332,7.9,0
214669,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T19:55:08,120,32.070725,8.0,0
810150,five+minutes+of+heaven+2009,1,2022-11-27T19:55:04,16759,13.465072,6.6,0
622955,avatar+2009,1,2022-11-27T19:55:31,19995,185.070892,7.2,0
336096,night+on+earth+1991,1,2022-11-27T19:54:50,339,8.291886,7.5,0
752323,iron+man+2008,1,2022-11-27T19:54:57,1726,22.073099,7.4,0
71112,american+beauty+1999,1,2022-11-27T19:55:02,14,20.726578,7.9,0
525279,the+scarlet+and+the+black+1983,1,2022-11-27T19:55:13,44691,3.522699,6.4,0
79472,monsters_+inc.+2001,1,2022-11-27T19:55:04,585,26.419962,7.5,0
259601,whiplash+2014,1,2022-11-27T19:55:13,244786,64.29999,8.3,0
260991,wooden+crosses+1932,1,2022-11-27T19:55:07,32859,1.730379,6.8,0
241975,my+favorite+wife+1940,1,2022-11-27T19:55:15,41463,2.063447,7.2,0
701589,big+hero+6+2014,1,2022-11-27T19:55:11,177572,213.849907,7.8,0
251131,harrison+bergeron+1995,1,2022-11-27T19:54:58,24732,1.42682,7.6,0
285931,whisper+of+the+heart+1995,1,2022-11-27T19:55:06,37797,10.550235,7.7,0
181990,smiling+fish++goat+on+fire+1999,1,2022-11-27T19:55:17,125537,0.071495,7.0,0
756299,2001+a+space+odyssey+1968,1,2022-11-27T19:55:26,62,22.494622,7.9,0
157810,leon+the+professional+1994,1,2022-11-27T19:55:30,101,20.477329,8.2,0
440455,nightcrawler+2014,1,2022-11-27T19:55:13,242582,21.277073,7.6,0
536471,fight+club+1999,1,2022-11-27T19:54:59,550,63.869599,8.3,0
420314,kill+bill+vol.+1+2003,1,2022-11-27T19:54:54,24,25.261865,7.7,0
597524,the+lord+of+the+rings+the+return+of+the+king+2003,1,2022-11-27T19:55:06,122,29.324358,8.1,0
794863,x-men+days+of+future+past+2014,1,2022-11-27T19:55:19,127585,26.058586,7.5,0
271108,kill+bill+vol.+1+2003,1,2022-11-27T19:55:25,24,25.261865,7.7,0
546419,fight+club+1999,1,2022-11-27T19:55:11,550,63.869599,8.3,0
290593,fight+club+1999,1,2022-11-27T19:55:18,550,63.869599,8.3,0
82802,back+to+the+future+1985,1,2022-11-27T19:55:22,105,25.778509,8.0,0
40646,before+midnight+2013,1,2022-11-27T19:54:53,132344,11.30324,7.3,0
830894,casino+royale+2006,1,2022-11-27T19:55:28,36557,23.065078,7.3,0
234304,the+dark+knight+2008,1,2022-11-27T19:55:23,155,123.167259,8.3,0
519153,the+gods+must+be+crazy+1980,1,2022-11-27T19:55:06,8393,10.973482,7.1,0
144308,one+million+b.c.+1940,1,2022-11-27T19:55:26,3592,0.461924,7.5,0
368432,interstellar+2014,1,2022-11-27T19:55:20,157336,32.213481,8.1,0
343443,star+wars+1977,1,2022-11-27T19:55:22,11,42.149697,8.1,0
637729,last+tango+in+paris+1972,1,2022-11-27T19:55:17,1643,12.74564,7.1,0
417469,alien+1979,1,2022-11-27T19:55:15,348,23.37742,7.9,0
97513,heavenly+forest+2006,1,2022-11-27T19:55:04,40243,1.454763,7.3,0
714235,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T19:55:11,120,32.070725,8.0,0
22902,saving+private+ryan+1998,1,2022-11-27T19:55:17,857,21.758054,7.9,0
673182,one+flew+over+the+cuckoos+nest+1975,1,2022-11-27T19:55:18,510,35.529554,8.3,0
128151,one+flew+over+the+cuckoos+nest+1975,1,2022-11-27T19:55:13,510,35.529554,8.3,0
450896,interstellar+2014,1,2022-11-27T19:55:11,157336,32.213481,8.1,0
489889,futuresport+1998,1,2022-11-27T19:54:48,16365,2.673038,4.5,0
379035,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T19:55:13,120,32.070725,8.0,0
532292,the+hitchhikers+guide+to+the+galaxy+2005,1,2022-11-27T19:55:25,7453,13.257255,6.6,0
11508,interstellar+2014,1,2022-11-27T19:55:29,157336,32.213481,8.1,0
260727,kuroneko+1968,1,2022-11-27T19:54:57,40149,1.12463,7.2,0
599008,the+avengers+2012,1,2022-11-27T19:55:22,24428,89.887648,7.4,0
302303,the+statement+2003,1,2022-11-27T19:55:28,41488,3.235594,5.9,0
712159,rashomon+1950,1,2022-11-27T19:55:19,548,9.887355,8.0,0
218765,frozen+2013,1,2022-11-27T19:54:53,109445,24.248243,7.3,0
74922,alien+1979,1,2022-11-27T19:55:26,348,23.37742,7.9,0
596062,frozen+2013,1,2022-11-27T19:55:02,109445,24.248243,7.3,0
163846,gladiator+2000,1,2022-11-27T19:55:27,98,23.186667,7.9,0
792527,ice+age+continental+drift+2012,1,2022-11-27T19:55:27,57800,13.26958,6.2,0
641085,frozen+2013,1,2022-11-27T19:54:55,109445,24.248243,7.3,0
810010,mardock+scramble+the+second+combustion+2011,1,2022-11-27T19:55:28,73530,2.10348,6.4,0
535901,the+avengers+2012,1,2022-11-27T19:55:27,24428,89.887648,7.4,0
803175,star+wars+1977,1,2022-11-27T19:55:23,11,42.149697,8.1,0
324255,fight+club+1999,1,2022-11-27T19:55:14,550,63.869599,8.3,0
643008,finding+forrester+2000,1,2022-11-27T19:54:57,711,10.536255,7.0,0
517188,monsters_+inc.+2001,1,2022-11-27T19:54:53,585,26.419962,7.5,0
640128,gone+girl+2014,1,2022-11-27T19:55,210577,154.801009,7.9,0
295753,the+shawshank+redemption+1994,1,2022-11-27T19:54:57,278,51.645403,8.5,0
652723,chappie+2015,1,2022-11-27T19:55:11,198184,30.206365,6.6,0
296235,the+abyss+1989,1,2022-11-27T19:55:01,2756,9.809585,7.1,0
