userid,movieid,count,time,tmdb_id,popularity,vote_average,flag
387086,harry+potter+and+the+order+of+the+phoenix+2007,1,2022-11-27T16:58:38,675,21.3643,7.4,0
38623,suspicion+1941,1,2022-11-27T16:58:43,11462,5.660476,7.1,0
262009,gattaca+1997,1,2022-11-27T16:58:42,782,12.89312,7.5,0
330716,raising+victor+vargas+2002,1,2022-11-27T16:58:34,25461,1.178723,7.8,0
320404,the+shawshank+redemption+1994,1,2022-11-27T16:58:46,278,51.645403,8.5,0
801063,interstellar+2014,1,2022-11-27T16:58:59,157336,32.213481,8.1,0
212010,toy+story+3+2010,1,2022-11-27T16:59:12,10193,16.96647,7.6,0
71540,interstellar+2014,1,2022-11-27T16:59:03,157336,32.213481,8.1,0
363171,the+lord+of+the+rings+the+return+of+the+king+2003,1,2022-11-27T16:59:10,122,29.324358,8.1,0
73903,guardians+of+the+galaxy+2014,1,2022-11-27T16:58:33,118340,53.291601,7.9,0
352747,the+lord+of+the+rings+the+two+towers+2002,1,2022-11-27T16:58:39,121,29.423537,8.0,0
34153,bridget+joness+diary+2001,1,2022-11-27T16:58:58,634,10.780524,6.6,0
238923,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,1,2022-11-27T16:58:35,120,32.070725,8.0,0
290707,forever+fever+1998,1,2022-11-27T16:59:12,44807,0.170074,5.1,0
820032,ambush+trail+1946,1,2022-11-27T16:58:41,359010,0.011725,0.0,0
627324,gladiator+2000,1,2022-11-27T16:59:24,98,23.186667,7.9,0
23918,the+lord+of+the+rings+the+two+towers+2002,1,2022-11-27T16:58:33,121,29.423537,8.0,0
503171,avatar+2009,1,2022-11-27T16:59:11,19995,185.070892,7.2,0
179008,terminator+2+judgment+day+1991,1,2022-11-27T16:59:17,280,22.661695,7.7,0
283170,one+flew+over+the+cuckoos+nest+1975,1,2022-11-27T16:58:36,510,35.529554,8.3,0
582297,monsters_+inc.+2001,1,2022-11-27T16:59:21,585,26.419962,7.5,0
627205,the+shawshank+redemption+1994,1,2022-11-27T16:58:42,278,51.645403,8.5,0
254560,the+russians+are+coming_+the+russians+are+coming+1966,1,2022-11-27T16:58:53,31918,3.767458,6.2,0
541832,indiana+jones+and+the+last+crusade+1989,1,2022-11-27T16:58:53,89,14.788987,7.6,0
787481,one+flew+over+the+cuckoos+nest+1975,1,2022-11-27T16:59:23,510,35.529554,8.3,0
31881,harry+potter+and+the+philosophers+stone+2001,1,2022-11-27T16:59:25,671,38.187238,7.5,0
275938,the+boy+in+the+striped+pyjamas+2008,1,2022-11-27T16:59:02,14574,8.912738,7.7,0
657403,total+recall+1990,1,2022-11-27T16:59:05,861,12.954444,7.1,0
169047,fury+2014,1,2022-11-27T16:59:09,228150,36.713807,7.4,0
